Index	Verb	Class number	Subclass	Example lemma	Stem	Regularity	Initial segment	Regular category	Affix	Translation	Transitivity																																																										
2861	վիճիլ	4	Basic	խօսիլ	վիճ	Regular	C	I-Class	-իլ	To dispute, to contest, to debate, to controvert, to contend, to discuss, to wrangle, to argue.	Intransitive																																																										
2862	վիմագրել	2		քաղել	վիմագր	Regular	C	E-Class	-ել	To lithograph.	Transitive																																																										
2863	վիպել	2		քաղել	վիպ	Regular	C	E-Class	-ել	To relate, to tell, to recount, to narrate, to recite.	Transitive																																																										
2864	վիրալ	6		կարդալ	վիր	Regular	C	A-Class	-ալ	To raze, to shave, to pull down.	Transitive																																																										
2865	վիրաւորել	2		քաղել	վիրաւոր	Regular	C	E-Class	-ել	To wound, to hurt, to distress, to ulcerate, to rend the heart.	Transitive																																																										
2866	վիրաւորուիլ	4	Passive	բուժուիլ	վիրաւոր	Regular	C	Passive	-ուիլ	To be wounded, to hurt one's self, to cut oneself, to take offence.	Intransitive																																																										
2867	վխտալ	6		կարդալ	վխտ	Regular	C	A-Class	-ալ	To stir, to move, to swarm, to abound with, to be full of, to crawl with.	Intransitive																																																										
2868	վկայել	2		քաղել	վկայ	Regular	C	E-Class	-ել	To testify, to witness, to attest, to give evidence, to certify, to avow, to avouch, to confess.	Both																																																										
2869	վկանդել	2		քաղել	վկանդ	Regular	C	E-Class	-ել	To repel, to drive back, to push back, to throw back, to defeat.	Transitive																																																										
2870	վհատեցնել	10	Basic	մօտեցնել	վհատե	Regular	C	Causative	-ցնել	To dishearten, to discourage, to deject, to despond, to cast down, to unnerve, to dispirit, to break the heart of.	Transitive																																																										
2871	վհատիլ	4	Basic	խօսիլ	վհատ	Regular	C	I-Class	-իլ	To lose heart, to be discouraged, to be dejected, to lose courage.	Intransitive																																																										
2872	վճարել	2		քաղել	վճար	Regular	C	E-Class	-ել	To pay, to pay off, to settle accounts, to acquit, to refund.	Transitive																																																										
2873	վճռել	2		քաղել	վճռ	Regular	C	E-Class	-ել	To decide, to resolve, to decree, to pronounce, to convict.	Transitive																																																										
2874	վնասել	2		քաղել	վնաս	Regular	C	E-Class	-ել	To hurt, to prejudice, to harm, to annoy, to wrong, to injure, to offend, to damage, to give offence, to spoil, to mar.	Both																																																										
2875	վնասուիլ	4	Passive	բուժուիլ	վնաս	Regular	C	Passive	-ուիլ	To hurt, to be injured, to suffer.	Intransitive																																																										
2876	վշտակցիլ	4	Basic	խօսիլ	վշտակց	Regular	C	I-Class	-իլ	To sympathize with, to compassionate, to have compassion for any one, to participate in any one's grief.	Intransitive																																																										
2877	վշտանալ	20		նիհարնալ	վշտա	Regular	C	Inchoative	-նալ	To be pained, to be afflicted, to be offended, to take offence at.	Intransitive																																																										
2878	վշտացնել	10	Basic	մօտեցնել	վշտա	Regular	C	Causative	-ցնել	To offend, to afflict, to grieve, to torment, to vex, to pain, to make sad.	Transitive																																																										
2879	վռնտել	2		քաղել	վռնտ	Regular	C	E-Class	-ել	To expel, to turn out, to send away, to discharge, to drive away, to dismiss.	Transitive																																																										
2880	վռնտուիլ	4	Passive	բուժուիլ	վռնտ	Regular	C	Passive	-ուիլ	To be expelled, to be discharged, to be turned out of doors.	Intransitive																																																										
2881	վսեմացնել	10	Basic	մօտեցնել	վսեմա	Regular	C	Causative	-ցնել		Transitive																																																										
2882	վստահեցնել	10	Basic	մօտեցնել	վստահե	Regular	C	Causative	-ցնել		Transitive																																																										
2883	վստահիլ	4	Basic	խօսիլ	վստահ	Regular	C	I-Class	-իլ	To be assured, to trust in, to rely on, to confide in, to depend upon, to trust to, to intrust, to accredit.	Intransitive																																																										
2884	վտանգել	2		քաղել	վտանգ	Regular	C	E-Class	-ել	To put in danger, to endanger, to venture, to risk, to compromise.	Transitive																																																										
2885	վտանգուիլ	4	Passive	բուժուիլ	վտանգ	Regular	C	Passive	-ուիլ	To venture, to risk, to endanger one's self, to put one's self in danger, to run danger, to be in peril.	Intransitive																																																										
2886	վտարել	2		քաղել	վտար	Regular	C	E-Class	-ել	To dislodge, to remove, to exile, to expel, to send off, to drive away.	Transitive																																																										
2887	վտարուիլ	4	Passive	բուժուիլ	վտար	Regular	C	Passive	-ուիլ	To be expelled, to be driven away.	Intransitive																																																										
2888	վրդովել	2		քաղել	վրդով	Regular	C	E-Class	-ել	To make uneasy, to disquiet, to render unquiet, to disturb, to trouble, to vex, to fret.	Transitive																																																										
