Index	Verb	Class number	Class example	Stem	Regularity	Regular category	Phonological marker	Morphological marker	Comment	
1992	յաւերժանալ	20	նիհարնալ	յաւերժ	Regular	Inchoative	C-initial	-նալ		
1993	յաւերժացնել	10	մօտեցնել	յաւերժա	Regular	Causative	C-initial	-ցնել		
1994	յափափել	2	քաղել	յափափ	Regular	E-Class	C-initial	-ել		
1995	յափշտակել	2	քաղել	յափշտակ	Regular	E-Class	C-initial	-ել		
1996	յափրանալ	20	նիհարնալ	յափր	Regular	Inchoative	C-initial	-նալ		
1997	յեղաշրջել	2	քաղել	յեղաշրջ	Regular	E-Class	C-initial	-ել		
1998	յեղափոխել	2	քաղել	յեղափոխ	Regular	E-Class	C-initial	-ել		
1999	յեղյեղել	2	քաղել	յեղյեղ	Regular	E-Class	C-initial	-ել		
2000	յեղուլ	8	թողուլ	յեղ	Archaic		C-initial	-ուլ 		
2001	յենիլ	4	խօսիլ	յեն	Regular	I-Class	C-initial	-իլ		
2002	յենուլ	22	զբօսնուլ	յե	Archaic		C-initial	-նուլ	error?	
2003	յեռուլ	8	թողուլ	յեռ	Archaic		C-initial	-ուլ 		
2004	յեսանել	2	քաղել	յեսան	Regular	E-Class	C-initial	-ել		
2005	յետադասել	2	քաղել	յետադաս	Regular	E-Class	C-initial	-ել		
2006	յետադիմել	2	քաղել	յետադիմ	Regular	E-Class	C-initial	-ել		
2007	յետաձգել	2	քաղել	յետաձգ	Regular	E-Class	C-initial	-ել		
2008	յերիւրել	2	քաղել	յերիւր	Regular	E-Class	C-initial	-ել		
2009	յիմարանալ	20	նիհարնալ	յիմար	Regular	Inchoative	C-initial	-նալ		
2010	յիշատակել	2	քաղել	յիշատակ	Regular	E-Class	C-initial	-ել		
2011	յիշել	2	քաղել	յիշ	Regular	E-Class	C-initial	-ել		
2012	յիշեցնել	10	մօտեցնել	յիշե	Regular	Causative	C-initial	-ցնել		
2013	յղանալ	20	նիհարնալ	յղ	Regular	Inchoative	C-initial	-նալ		
2014	յղել	2	քաղել	յղ	Regular	E-Class	C-initial	-ել		
2015	յղիանալ	20	նիհարնալ	յղի	Regular	Inchoative	C-initial	-նալ		
2016	յղկել	2	քաղել	յղկ	Regular	E-Class	C-initial	-ել		
2017	յղփանալ	20	նիհարնալ	յղփ	Regular	Inchoative	C-initial	-նալ		
2018	յղփացնել	10	մօտեցնել	յղփա	Regular	Causative	C-initial	-ցնել		
2019	յոգնեցնել	10	մօտեցնել	յոգնե	Regular	Causative	C-initial	-ցնել		
2020	յոգնիլ	4	խօսիլ	յոգն	Regular	I-Class	C-initial	-իլ		
2021	յոլովել	2	քաղել	յոլով	Regular	E-Class	C-initial	-ել		
2022	յոլովիլ	4	խօսիլ	յոլով	Regular	I-Class	C-initial	-իլ		
2023	յոխորտալ	6	կարդալ	յոխորտ	Regular	A-Class	C-initial	-ալ		
2024	յողդողդել	2	քաղել	յողդողդ	Regular	E-Class	C-initial	-ել		
2025	յողդողդիլ	4	խօսիլ	յողդողդ	Regular	I-Class	C-initial	-իլ		
2026	յորալ	6	կարդալ	յոր	Regular	A-Class	C-initial	-ալ		
2027	յորանջել	2	քաղել	յորանջ	Regular	E-Class	C-initial	-ել		
2028	յորդեցնել	10	մօտեցնել	յորդե	Regular	Causative	C-initial	-ցնել		
2029	յորդիլ	4	խօսիլ	յորդ	Regular	I-Class	C-initial	-իլ		
2030	յորդորել	2	քաղել	յորդոր	Regular	E-Class	C-initial	-ել		
2031	յորջորջել	2	քաղել	յորջորջ	Regular	E-Class	C-initial	-ել		
2032	յուզել	2	քաղել	յուզ	Regular	E-Class	C-initial	-ել		
2033	յուզուիլ	4	խօսիլ	յուզ	Regular	Passive	C-initial	-իլ		
2034	յուլանալ	20	նիհարնալ	յուլ	Regular	Inchoative	C-initial	-նալ		
2035	յուշել	2	քաղել	յուշ	Regular	E-Class	C-initial	-ել		
2036	յուռթիանալ	20	նիհարնալ	յուռթի	Regular	Inchoative	C-initial	-նալ		
2037	յուսադրել	2	քաղել	յուսադր	Regular	E-Class	C-initial	-ել		
2038	յուսալ	2	քաղել	յուս	Regular	E-Class	C-initial	-ել		
2039	յուսալքուիլ	4	խօսիլ	յուսալք	Regular	Passive	C-initial	-իլ		
2040	յուսախաբել	2	քաղել	յուսախաբ	Regular	E-Class	C-initial	-ել		
2041	յուսախաբուիլ	4	խօսիլ	յուսախաբ	Regular	Passive	C-initial	-իլ		
2042	յուսահատեցնել	10	մօտեցնել	յուսահատե	Regular	Causative	C-initial	-ցնել		
2043	յուսահատիլ	4	խօսիլ	յուսահատ	Regular	I-Class	C-initial	-իլ		
2044	յռշոտուիլ	4	խօսիլ	յռշոտ	Regular	Passive	C-initial	-իլ		
2045	յստականալ	20	նիհարնալ	յստակ	Regular	Inchoative	C-initial	-նալ		
2046	յստակացնել	10	մօտեցնել	յստակա	Regular	Causative	C-initial	-ցնել		
2047	յօդաւորել	2	քաղել	յօդաւոր	Regular	E-Class	C-initial	-ել		
2048	յօդել	2	քաղել	յօդ	Regular	E-Class	C-initial	-ել		
2049	յօժարիլ	4	խօսիլ	յօժար	Regular	I-Class	C-initial	-իլ		
2050	յօշել	2	քաղել	յօշ	Regular	E-Class	C-initial	-ել		
2051	յօշոտել	2	քաղել	յօշոտ	Regular	E-Class	C-initial	-ել		
2052	յօտել	2	քաղել	յօտ	Regular	E-Class	C-initial	-ել		
2053	յօրանջել	2	քաղել	յօրանջ	Regular	E-Class	C-initial	-ել		
2054	յօրինել	2	քաղել	յօրին	Regular	E-Class	C-initial	-ել		
2055	նախագահել	2	քաղել	նախագահ	Regular	E-Class	C-initial	-ել		
2056	նախագծել	2	քաղել	նախագծ	Regular	E-Class	C-initial	-ել		
2057	նախագուշակել	2	քաղել	նախագուշակ	Regular	E-Class	C-initial	-ել		
2058	նախազգալ	6	կարդալ	նախազգ	Regular	A-Class	C-initial	-ալ		
2059	նախաձեռնել	2	քաղել	նախաձեռն	Regular	E-Class	C-initial	-ել		
2060	նախաճաշել	2	քաղել	նախաճաշ	Regular	E-Class	C-initial	-ել		
2061	նախանձիլ	4	խօսիլ	նախանձ	Regular	I-Class	C-initial	-իլ		
2062	նախապատրաստել	2	քաղել	նախապատրաստ	Regular	E-Class	C-initial	-ել		
2063	նախապատրաստուիլ	4	խօսիլ	նախապատրաստ	Regular	Passive	C-initial	-իլ		
2064	նախասահմանել	2	քաղել	նախասահման	Regular	E-Class	C-initial	-ել		
2065	նախատել	2	քաղել	նախատ	Regular	E-Class	C-initial	-ել		
2066	նախատեսել	2	քաղել	նախատես	Regular	E-Class	C-initial	-ել		
2067	նախընտրել	2	քաղել	նախընտր	Regular	E-Class	C-initial	-ել		
2068	նախշել	2	քաղել	նախշ	Regular	E-Class	C-initial	-ել		
2069	նախորդել	2	քաղել	նախորդ	Regular	E-Class	C-initial	-ել		
2070	նախորոշել	2	քաղել	նախորոշ	Regular	E-Class	C-initial	-ել		
2071	նահանջել	2	քաղել	նահանջ	Regular	E-Class	C-initial	-ել		
2072	նահատակել	2	քաղել	նահատակ	Regular	E-Class	C-initial	-ել		
2073	նահատակուիլ	4	խօսիլ	նահատակ	Regular	Passive	C-initial	-իլ		
2074	նայիլ	4	խօսիլ	նայ	Regular	I-Class	C-initial	-իլ		
2075	նաւավարել	2	քաղել	նաւավար	Regular	E-Class	C-initial	-ել		
2076	նաւարկել	2	քաղել	նաւարկ	Regular	E-Class	C-initial	-ել		
2077	նաւել	2	քաղել	նաւ	Regular	E-Class	C-initial	-ել		
2078	նեխիլ	4	խօսիլ	նեխ	Regular	I-Class	C-initial	-իլ		
2079	նեղանալ	20	նիհարնալ	նեղ	Regular	Inchoative	C-initial	-նալ		
2080	նեղացնել	10	մօտեցնել	նեղա	Regular	Causative	C-initial	-ցնել		
2081	նեղել	2	քաղել	նեղ	Regular	E-Class	C-initial	-ել		
2082	նեղնալ	20	նիհարնալ	նեղ	Regular	Inchoative	C-initial	-նալ		
2083	նեղուիլ	4	խօսիլ	նեղ	Regular	Passive	C-initial	-իլ		
2084	նեղցնել	10	մօտեցնել	նեղ	Regular	Causative	C-initial	-ցնել		
2085	նենգափոխել	2	քաղել	նենգափոխ	Regular	E-Class	C-initial	-ել		
2086	նենգել	2	քաղել	նենգ	Regular	E-Class	C-initial	-ել		
2087	նետահարել	2	քաղել	նետահար	Regular	E-Class	C-initial	-ել		
2088	նետահարուիլ	4	խօսիլ	նետահար	Regular	Passive	C-initial	-իլ		
2089	նետել	2	քաղել	նետ	Regular	E-Class	C-initial	-ել		
2090	նետուիլ	4	խօսիլ	նետ	Regular	Passive	C-initial	-իլ		
2091	ներածել	2	քաղել	ներած	Regular	E-Class	C-initial	-ել		
2092	ներարկել	2	քաղել	ներարկ	Regular	E-Class	C-initial	-ել		
2093	ներբողել	2	քաղել	ներբող	Regular	E-Class	C-initial	-ել		
2094	ներգաղթել	2	քաղել	ներգաղթ	Regular	E-Class	C-initial	-ել		
2095	ներգործել	2	քաղել	ներգործ	Regular	E-Class	C-initial	-ել		
2096	ներգրաւել	2	քաղել	ներգրաւ	Regular	E-Class	C-initial	-ել		
2097	ներել	2	քաղել	ներ	Regular	E-Class	C-initial	-ել		
2098	ներթափանցել	2	քաղել	ներթափանց	Regular	E-Class	C-initial	-ել		
2099	ներխուժել	2	քաղել	ներխուժ	Regular	E-Class	C-initial	-ել		
2100	ներծծել	2	քաղել	ներծծ	Regular	E-Class	C-initial	-ել		
2101	ներկայանալ	20	նիհարնալ	ներկայ	Regular	Inchoative	C-initial	-նալ		
2102	ներկայացնել	10	մօտեցնել	ներկայա	Regular	Causative	C-initial	-ցնել		
2103	ներկել	2	քաղել	ներկ	Regular	E-Class	C-initial	-ել		
2104	ներմուծել	2	քաղել	ներմուծ	Regular	E-Class	C-initial	-ել		
2105	ներշնչել	2	քաղել	ներշնչ	Regular	E-Class	C-initial	-ել		
2106	ներշնչուիլ	4	խօսիլ	ներշնչ	Regular	Passive	C-initial	-իլ		
2107	ներփակել	2	քաղել	ներփակ	Regular	E-Class	C-initial	-ել		
2108	ներքինանալ	20	նիհարնալ	ներքին	Regular	Inchoative	C-initial	-նալ		
2109	ներքինացնել	10	մօտեցնել	ներքինա	Regular	Causative	C-initial	-ցնել		
2110	նզովել	2	քաղել	նզով	Regular	E-Class	C-initial	-ել		
2111	նիզակակցիլ	4	խօսիլ	նիզակակց	Regular	I-Class	C-initial	-իլ		
2112	նիհարնալ	20	նիհարնալ	նիհար	Regular	Inchoative	C-initial	-նալ		
2113	նիհարցնել	10	մօտեցնել	նիհար	Regular	Causative	C-initial	-ցնել		
2114	նիրհել	2	քաղել	նիրհ	Regular	E-Class	C-initial	-ել		
2115	նիւթել	2	քաղել	նիւթ	Regular	E-Class	C-initial	-ել		
2116	նկատել	2	քաղել	նկատ	Regular	E-Class	C-initial	-ել		
2117	նկարագրել	2	քաղել	նկարագր	Regular	E-Class	C-initial	-ել		
2118	նկարել	2	քաղել	նկար	Regular	E-Class	C-initial	-ել		
2119	նկրտիլ	4	խօսիլ	նկրտ	Regular	I-Class	C-initial	-իլ		
2120	նմանահանել	2	քաղել	նմանահան	Regular	E-Class	C-initial	-ել		
2121	նմանիլ	4	խօսիլ	նման	Regular	I-Class	C-initial	-իլ		
2122	նմանցնել	10	մօտեցնել	նման	Regular	Causative	C-initial	-ցնել		
2123	ննջել	2	քաղել	ննջ	Regular	E-Class	C-initial	-ել		
2124	ննջեցնել	10	մօտեցնել	ննջե	Regular	Causative	C-initial	-ցնել		
2125	նշանադրել	2	քաղել	նշանադր	Regular	E-Class	C-initial	-ել		
2126	նշանակել	2	քաղել	նշանակ	Regular	E-Class	C-initial	-ել		
2127	նշանակուիլ	4	խօսիլ	նշանակ	Regular	Passive	C-initial	-իլ		
2128	նշանահարել	2	քաղել	նշանահար	Regular	E-Class	C-initial	-ել		
2129	նշանել	2	քաղել	նշան	Regular	E-Class	C-initial	-ել		
2130	նշանուիլ	4	խօսիլ	նշան	Regular	Passive	C-initial	-իլ		
2131	նշաւակել	2	քաղել	նշաւակ	Regular	E-Class	C-initial	-ել		
2132	նշկահել	2	քաղել	նշկահ	Regular	E-Class	C-initial	-ել		
2133	նշմարել	2	քաղել	նշմար	Regular	E-Class	C-initial	-ել		
2134	նշուլել	2	քաղել	նշուլ	Regular	E-Class	C-initial	-ել		
2135	նոթագրել	2	քաղել	նոթագր	Regular	E-Class	C-initial	-ել		
2136	նողկալ	6	կարդալ	նողկ	Regular	A-Class	C-initial	-ալ		
2137	նողկացնել	10	մօտեցնել	նողկա	Regular	Causative	C-initial	-ցնել		
2138	նոյնանալ	20	նիհարնալ	նոյն	Regular	Inchoative	C-initial	-նալ		
2139	նոյնացնել	10	մօտեցնել	նոյնա	Regular	Causative	C-initial	-ցնել		
2140	նորել	2	քաղել	նոր	Regular	E-Class	C-initial	-ել		
2141	նորոգել	2	քաղել	նորոգ	Regular	E-Class	C-initial	-ել		
2142	նորոգուիլ	4	խօսիլ	նորոգ	Regular	Passive	C-initial	-իլ		
2143	նուագակցիլ	4	խօսիլ	նուագակց	Regular	I-Class	C-initial	-իլ		
2144	նուագել	2	քաղել	նուագ	Regular	E-Class	C-initial	-ել		
2145	նուազեցնել	10	մօտեցնել	նուազե	Regular	Causative	C-initial	-ցնել		
2146	նուազիլ	4	խօսիլ	նուազ	Regular	I-Class	C-initial	-իլ		
2147	նուալ	6	կարդալ	նու	Regular	A-Class	C-initial	-ալ		
2148	նուաղեցնել	10	մօտեցնել	նուաղե	Regular	Causative	C-initial	-ցնել		
2149	նուաղիլ	4	խօսիլ	նուաղ	Regular	I-Class	C-initial	-իլ		
2150	նուաճել	2	քաղել	նուաճ	Regular	E-Class	C-initial	-ել		
2151	նուաճուիլ	4	խօսիլ	նուաճ	Regular	Passive	C-initial	-իլ		
2152	նուաստանալ	20	նիհարնալ	նուաստ	Regular	Inchoative	C-initial	-նալ		
2153	նուաստացնել	10	մօտեցնել	նուաստա	Regular	Causative	C-initial	-ցնել		
2154	նուիրաբերել	38	բերել	նուիրաբեր	Irregular		C-initial	Lexeme բերել		
2155	նուիրագործել	2	քաղել	նուիրագործ	Regular	E-Class	C-initial	-ել		
2156	նուիրել	2	քաղել	նուիր	Regular	E-Class	C-initial	-ել		
2157	նուիրուիլ	4	խօսիլ	նուիր	Regular	Passive	C-initial	-իլ		
2158	նպաստաւորել	2	քաղել	նպաստաւոր	Regular	E-Class	C-initial	-ել		
2159	նպաստել	2	քաղել	նպաստ	Regular	E-Class	C-initial	-ել		
2160	նպատակադրել	2	քաղել	նպատակադր	Regular	E-Class	C-initial	-ել		
2161	նսեմանալ	20	նիհարնալ	նսեմ	Regular	Inchoative	C-initial	-նալ		
2162	նսեմացնել	10	մօտեցնել	նսեմա	Regular	Causative	C-initial	-ցնել		
2163	նստեցնել	9	աճեցնել	նստե	Regular	Causative	V-initial	-ցնել		
2164	նստիլ	56	նստիլ	նստ	Irregular			-իլ		
2165	նրբանալ	20	նիհարնալ	նրբ	Regular	Inchoative	C-initial	-նալ		
2166	նրբացնել	10	մօտեցնել	նրբա	Regular	Causative	C-initial	-ցնել		
2167	նքթիլ	4	խօսիլ	նքթ	Regular	I-Class	C-initial	-իլ		
2168	նքողիլ	4	խօսիլ	նքող	Regular	I-Class	C-initial	-իլ		
2169	նօսրանալ	20	նիհարնալ	նօսր	Regular	Inchoative	C-initial	-նալ		
2170	շալակել	2	քաղել	շալակ	Regular	E-Class	C-initial	-ել		
2171	շալկել	2	քաղել	շալկ	Regular	E-Class	C-initial	-ել		
2172	շահագործել	2	քաղել	շահագործ	Regular	E-Class	C-initial	-ել		
2173	շահագրգռել	2	քաղել	շահագրգռ	Regular	E-Class	C-initial	-ել		
2174	շահարկել	2	քաղել	շահարկ	Regular	E-Class	C-initial	-ել		
2175	շահեցնել	10	մօտեցնել	շահե	Regular	Causative	C-initial	-ցնել		
2176	շահիլ	4	խօսիլ	շահ	Regular	I-Class	C-initial	-իլ		
2177	շաղախել	2	քաղել	շաղախ	Regular	E-Class	C-initial	-ել		
2178	շաղակրատել	2	քաղել	շաղակրատ	Regular	E-Class	C-initial	-ել		
2179	շաղապատել	2	քաղել	շաղապատ	Regular	E-Class	C-initial	-ել		
2180	շաղափել	2	քաղել	շաղափ	Regular	E-Class	C-initial	-ել		
2181	շաղել	2	քաղել	շաղ	Regular	E-Class	C-initial	-ել		
2182	շաղկապել	2	քաղել	շաղկապ	Regular	E-Class	C-initial	-ել		
2183	շաղուիլ	4	խօսիլ	շաղ	Regular	Passive	C-initial	-իլ		
2184	շաղփաղփել	2	քաղել	շաղփաղփ	Regular	E-Class	C-initial	-ել		
2185	շամփրել	2	քաղել	շամփր	Regular	E-Class	C-initial	-ել		
2186	շանթահարել	2	քաղել	շանթահար	Regular	E-Class	C-initial	-ել		
2187	շանթահարուիլ	4	խօսիլ	շանթահար	Regular	Passive	C-initial	-իլ		
2188	շանթել	2	քաղել	շանթ	Regular	E-Class	C-initial	-ել		
2189	շաչել	2	քաղել	շաչ	Regular	E-Class	C-initial	-ել		
2190	շառագունիլ	4	խօսիլ	շառագուն	Regular	I-Class	C-initial	-իլ		
2191	շառաչել	2	քաղել	շառաչ	Regular	E-Class	C-initial	-ել		
2192	շատախօսել	2	քաղել	շատախօս	Regular	E-Class	C-initial	-ել		
2193	շատանալ	20	նիհարնալ	շատ	Regular	Inchoative	C-initial	-նալ		
2194	շատնալ	20	նիհարնալ	շատ	Regular	Inchoative	C-initial	-նալ		
2195	շատցնել	10	մօտեցնել	շատ	Regular	Causative	C-initial	-ցնել		
2196	շարագրել	2	քաղել	շարագր	Regular	E-Class	C-initial	-ել		
2197	շարադասել	2	քաղել	շարադաս	Regular	E-Class	C-initial	-ել		
2198	շարադրել	2	քաղել	շարադր	Regular	E-Class	C-initial	-ել		
2199	շարակարգել	2	քաղել	շարակարգ	Regular	E-Class	C-initial	-ել		
2200	շարահիւսել	2	քաղել	շարահիւս	Regular	E-Class	C-initial	-ել		
2201	շարամանել	2	քաղել	շարաման	Regular	E-Class	C-initial	-ել		
2202	շարել	2	քաղել	շար	Regular	E-Class	C-initial	-ել		
2203	շարժանկարել	2	քաղել	շարժանկար	Regular	E-Class	C-initial	-ել		
2204	շարժել	2	քաղել	շարժ	Regular	E-Class	C-initial	-ել		
2205	շարժիլ	4	խօսիլ	շարժ	Regular	I-Class	C-initial	-իլ		
2206	շարժտկիլ	4	խօսիլ	շարժտկ	Regular	I-Class	C-initial	-իլ		
2207	շարուիլ	4	խօսիլ	շար	Regular	Passive	C-initial	-իլ		
2208	շարունակել	2	քաղել	շարունակ	Regular	E-Class	C-initial	-ել		
2209	շաքլիլ	4	խօսիլ	շաքլ	Regular	I-Class	C-initial	-իլ		
2210	շեղել	2	քաղել	շեղ	Regular	E-Class	C-initial	-ել		
2211	շեղիլ	4	խօսիլ	շեղ	Regular	I-Class	C-initial	-իլ		
2212	շեշտել	2	քաղել	շեշտ	Regular	E-Class	C-initial	-ել		
2213	շերտել	2	քաղել	շերտ	Regular	E-Class	C-initial	-ել		
2214	շեփորահարել	2	քաղել	շեփորահար	Regular	E-Class	C-initial	-ել		
2215	շեփորել	2	քաղել	շեփոր	Regular	E-Class	C-initial	-ել		
2216	շէննալ	20	նիհարնալ	շէն	Regular	Inchoative	C-initial	-նալ		
2217	շիթել	2	քաղել	շիթ	Regular	E-Class	C-initial	-ել		
2218	շիկանալ	20	նիհարնալ	շիկ	Regular	Inchoative	C-initial	-նալ		
2219	շիկնիլ	4	խօսիլ	շիկն	Regular	I-Class	C-initial	-իլ		
2220	շինել	2	քաղել	շին	Regular	E-Class	C-initial	-ել		
2221	շիջեցնել	10	մօտեցնել	շիջե	Regular	Causative	C-initial	-ցնել		
2222	շիջիլ	4	խօսիլ	շիջ	Regular	I-Class	C-initial	-իլ		
